INFO 2024-04-25 20:28:33 - run_train_imageclassification.py:88 - ----------------------------
INFO 2024-04-25 20:28:33 - run_train_imageclassification.py:89 - epoch: 0/30
INFO 2024-04-25 20:28:37 - run_train_imageclassification.py:140 - batch: 0, torch_loss: 2.783846378326416, ms_loss: 2.72359037399292, torch_memory: 6416.891757965088MB, ms_memory:  8437.950202941895MB, torch_time: 0.07898354530334473, ms_time:  3.3005452156066895
INFO 2024-04-25 20:28:44 - run_train_imageclassification.py:140 - batch: 200, torch_loss: 2.9129350185394287, ms_loss: 1.4662638902664185, torch_memory: 8465.693389892578MB, ms_memory:  8465.693389892578MB, torch_time: 0.027039766311645508, ms_time:  0.03933358192443848
INFO 2024-04-25 20:28:52 - run_train_imageclassification.py:140 - batch: 400, torch_loss: 2.584791421890259, ms_loss: 2.0682132244110107, torch_memory: 8468.26509475708MB, ms_memory:  8468.26509475708MB, torch_time: 0.029267549514770508, ms_time:  0.04030919075012207
INFO 2024-04-25 20:28:59 - run_train_imageclassification.py:140 - batch: 600, torch_loss: 2.5501437187194824, ms_loss: 3.1151723861694336, torch_memory: 8468.65143585205MB, ms_memory:  8468.65143585205MB, torch_time: 0.028249025344848633, ms_time:  0.039873600006103516
INFO 2024-04-25 20:29:07 - run_train_imageclassification.py:140 - batch: 800, torch_loss: 2.6182568073272705, ms_loss: 2.773078441619873, torch_memory: 8468.79192352295MB, ms_memory:  8468.79192352295MB, torch_time: 0.027822494506835938, ms_time:  0.03984665870666504
INFO 2024-04-25 20:29:15 - run_train_imageclassification.py:140 - batch: 1000, torch_loss: 3.8335676193237305, ms_loss: 2.6720094680786133, torch_memory: 8468.858264923096MB, ms_memory:  8468.858264923096MB, torch_time: 0.02803802490234375, ms_time:  0.03931593894958496
INFO 2024-04-25 20:29:22 - run_train_imageclassification.py:140 - batch: 1200, torch_loss: 3.2242767810821533, ms_loss: 2.1610283851623535, torch_memory: 8469.244606018066MB, ms_memory:  8469.244606018066MB, torch_time: 0.028875112533569336, ms_time:  0.04044699668884277
INFO 2024-04-25 20:29:30 - run_train_imageclassification.py:140 - batch: 1400, torch_loss: 2.734020709991455, ms_loss: 2.366668224334717, torch_memory: 8469.310947418213MB, ms_memory:  8469.310947418213MB, torch_time: 0.027974367141723633, ms_time:  0.03940987586975098
INFO 2024-04-25 20:29:37 - run_train_imageclassification.py:140 - batch: 1600, torch_loss: 2.1698949337005615, ms_loss: 2.0046606063842773, torch_memory: 8469.923629760742MB, ms_memory:  8469.923629760742MB, torch_time: 0.028068065643310547, ms_time:  0.03960061073303223
INFO 2024-04-25 20:29:45 - run_train_imageclassification.py:140 - batch: 1800, torch_loss: 2.1723878383636475, ms_loss: 2.724264621734619, torch_memory: 8469.970458984375MB, ms_memory:  8469.970458984375MB, torch_time: 0.027965784072875977, ms_time:  0.039595842361450195
INFO 2024-04-25 20:29:52 - run_train_imageclassification.py:140 - batch: 2000, torch_loss: 2.929866075515747, ms_loss: 2.289445400238037, torch_memory: 8470.001678466797MB, ms_memory:  8470.001678466797MB, torch_time: 0.02761697769165039, ms_time:  0.03987002372741699
INFO 2024-04-25 20:30:00 - run_train_imageclassification.py:140 - batch: 2200, torch_loss: 3.450291872024536, ms_loss: 2.8431215286254883, torch_memory: 8470.052410125732MB, ms_memory:  8470.052410125732MB, torch_time: 0.028412580490112305, ms_time:  0.03952956199645996
INFO 2024-04-25 20:30:08 - run_train_imageclassification.py:140 - batch: 2400, torch_loss: 2.437082052230835, ms_loss: 2.394744873046875, torch_memory: 8470.09143447876MB, ms_memory:  8470.09143447876MB, torch_time: 0.02841472625732422, ms_time:  0.039574384689331055
INFO 2024-04-25 20:30:15 - run_train_imageclassification.py:140 - batch: 2600, torch_loss: 1.6834992170333862, ms_loss: 2.7707324028015137, torch_memory: 8470.700214385986MB, ms_memory:  8470.700214385986MB, torch_time: 0.027975797653198242, ms_time:  0.03974771499633789
INFO 2024-04-25 20:30:23 - run_train_imageclassification.py:140 - batch: 2800, torch_loss: 2.8435075283050537, ms_loss: 2.378929853439331, torch_memory: 8470.7197265625MB, ms_memory:  8470.7197265625MB, torch_time: 0.027765750885009766, ms_time:  0.039817094802856445
INFO 2024-04-25 20:30:30 - run_train_imageclassification.py:140 - batch: 3000, torch_loss: 2.5927228927612305, ms_loss: 2.440314292907715, torch_memory: 8470.743141174316MB, ms_memory:  8470.743141174316MB, torch_time: 0.028168201446533203, ms_time:  0.03968167304992676
INFO 2024-04-25 20:30:37 - run_train_imageclassification.py:140 - batch: 3200, torch_loss: 2.537874221801758, ms_loss: 2.1925132274627686, torch_memory: 8470.797775268555MB, ms_memory:  8470.797775268555MB, torch_time: 0.02778315544128418, ms_time:  0.03955817222595215
INFO 2024-04-25 20:30:45 - run_train_imageclassification.py:140 - batch: 3400, torch_loss: 2.313997268676758, ms_loss: 2.086618661880493, torch_memory: 8470.83289718628MB, ms_memory:  8470.83289718628MB, torch_time: 0.027706384658813477, ms_time:  0.04558682441711426
INFO 2024-04-25 20:30:53 - run_train_imageclassification.py:140 - batch: 3600, torch_loss: 2.2364919185638428, ms_loss: 2.1832222938537598, torch_memory: 8470.852409362793MB, ms_memory:  8470.852409362793MB, torch_time: 0.02740645408630371, ms_time:  0.04513907432556152
INFO 2024-04-25 20:31:01 - run_train_imageclassification.py:140 - batch: 3800, torch_loss: 2.082131862640381, ms_loss: 2.252115488052368, torch_memory: 8470.942165374756MB, ms_memory:  8470.942165374756MB, torch_time: 0.027715444564819336, ms_time:  0.045317649841308594
INFO 2024-04-25 20:31:09 - run_train_imageclassification.py:140 - batch: 4000, torch_loss: 2.1257009506225586, ms_loss: 2.3104586601257324, torch_memory: 8470.957775115967MB, ms_memory:  8470.957775115967MB, torch_time: 0.028008222579956055, ms_time:  0.045262813568115234
INFO 2024-04-25 20:31:16 - run_train_imageclassification.py:140 - batch: 4200, torch_loss: 2.6183242797851562, ms_loss: 2.9417152404785156, torch_memory: 8471.570457458496MB, ms_memory:  8471.570457458496MB, torch_time: 0.027545928955078125, ms_time:  0.04134011268615723
INFO 2024-04-25 20:31:24 - run_train_imageclassification.py:140 - batch: 4400, torch_loss: 2.402092933654785, ms_loss: 2.2625436782836914, torch_memory: 8471.58996963501MB, ms_memory:  8471.58996963501MB, torch_time: 0.027500629425048828, ms_time:  0.04129481315612793
INFO 2024-04-25 20:31:32 - run_train_imageclassification.py:140 - batch: 4600, torch_loss: 2.1019201278686523, ms_loss: 2.3264827728271484, torch_memory: 8471.58996963501MB, ms_memory:  8471.58996963501MB, torch_time: 0.027642011642456055, ms_time:  0.040970802307128906
INFO 2024-04-25 20:31:39 - run_train_imageclassification.py:140 - batch: 4800, torch_loss: 2.8569588661193848, ms_loss: 2.687718391418457, torch_memory: 8471.58996963501MB, ms_memory:  8471.58996963501MB, torch_time: 0.027261734008789062, ms_time:  0.04116415977478027
INFO 2024-04-25 20:31:47 - run_train_imageclassification.py:140 - batch: 5000, torch_loss: 2.0258383750915527, ms_loss: 1.9704525470733643, torch_memory: 8471.687530517578MB, ms_memory:  8471.687530517578MB, torch_time: 0.02729034423828125, ms_time:  0.04108238220214844
INFO 2024-04-25 20:31:47 - run_train_imageclassification.py:160 - epoch: 0, torch_loss_avg: 2.647823978662491, ms_loss_avg: 2.744203805923462, torch_memory_avg: 8471.687530517578MB, ms_memory_avg:  8471.687530517578MB, torch_time_avg: 0.02729034423828125, ms_time_avg:  0.04108238220214844
INFO 2024-04-25 20:33:26 - run_train_imageclassification.py:195 - Mindspore Test Accuracy: 14.16% Pytorch Test Accuracy: 16.36%
INFO 2024-04-25 20:33:26 - run_train_imageclassification.py:88 - ----------------------------
INFO 2024-04-25 20:33:26 - run_train_imageclassification.py:89 - epoch: 1/30
INFO 2024-04-25 20:33:26 - run_train_imageclassification.py:140 - batch: 0, torch_loss: 2.0922417640686035, ms_loss: 1.7191691398620605, torch_memory: 8718.26290512085MB, ms_memory:  8718.28243637085MB, torch_time: 0.02886819839477539, ms_time:  0.04816770553588867
